id,exercise,duration,calories_burnt,exercise_intensity
2156,Exercise 1,38,463.6577721,2
2157,Exercise 9,27,131.9238758,1
2158,Exercise 6,44,294.6965348,8
2159,Exercise 1,43,307.688925,8
2160,Exercise 2,20,120.6652586,1
2161,Exercise 8,34,362.834136,6
2162,Exercise 10,35,260.3403533,10
2163,Exercise 5,39,178.5423258,7
2164,Exercise 4,59,396.9624619,10
2165,Exercise 4,50,152.9077902,10
2166,Exercise 4,44,389.4238377,2
2167,Exercise 2,26,203.2871279,5
2168,Exercise 4,41,184.1191619,9
2169,Exercise 8,55,204.1414126,6
2170,Exercise 7,44,389.6363292,5
2171,Exercise 8,22,297.2126265,8
2172,Exercise 1,42,337.6276473,5
2173,Exercise 6,34,352.7936551,5
2174,Exercise 1,44,286.6775038,6
2175,Exercise 4,49,194.2826039,7
2176,Exercise 9,38,136.0032824,8
2177,Exercise 1,25,205.9551451,5
2178,Exercise 3,52,122.8261735,2
2179,Exercise 3,43,498.8421841,4
2180,Exercise 9,52,344.3077558,2
2181,Exercise 5,21,319.39988,1
2182,Exercise 4,31,302.6028434,8
2183,Exercise 8,35,215.0389733,3
2184,Exercise 7,56,222.9115181,7
2185,Exercise 4,23,313.2135931,3
2186,Exercise 1,26,154.8599951,6
2187,Exercise 9,48,375.8299241,10
2188,Exercise 3,28,315.7381805,3
2189,Exercise 8,42,268.6559592,8
2190,Exercise 4,33,225.701645,6
2191,Exercise 10,40,391.966348,10
2192,Exercise 5,23,197.167781,4
2193,Exercise 6,51,261.1442782,8
2194,Exercise 7,42,312.6573568,5
2195,Exercise 5,28,293.797148,4
2196,Exercise 10,39,114.3482088,6
2197,Exercise 2,59,389.8603437,5
2198,Exercise 10,50,336.0439385,3
2199,Exercise 2,44,482.1279865,1
2200,Exercise 8,38,344.8386729,8
2201,Exercise 10,55,160.7280195,1
2202,Exercise 9,52,439.4051466,3
2203,Exercise 6,47,202.6845067,3
2204,Exercise 9,40,195.6057667,2
2205,Exercise 1,38,404.381214,4
2206,Exercise 8,54,137.3134379,2
2207,Exercise 5,30,377.1534576,7
2208,Exercise 5,28,376.0545236,4
2209,Exercise 1,31,438.8941828,2
2210,Exercise 4,30,282.6958305,8
2211,Exercise 10,30,170.6792093,3
2212,Exercise 7,21,207.6140187,3
2213,Exercise 10,59,338.0900907,3
2214,Exercise 7,50,343.741872,5
2215,Exercise 7,39,251.4551946,6
2216,Exercise 9,29,162.3411354,2
2217,Exercise 2,53,335.8876789,9
2218,Exercise 2,51,407.9730236,6
2219,Exercise 7,44,405.1080386,6
2220,Exercise 2,43,174.4438983,5
2221,Exercise 1,20,420.2704776,6
2222,Exercise 8,45,345.863649,9
2223,Exercise 8,43,346.9136445,3
2224,Exercise 3,50,134.3648396,5
2225,Exercise 6,41,260.9168232,3
2226,Exercise 10,59,246.2789879,10
2227,Exercise 4,25,475.3026235,6
2228,Exercise 5,28,233.0417921,1
2229,Exercise 3,48,423.6812838,8
2230,Exercise 4,49,462.5557947,8
2231,Exercise 9,22,236.018962,5
2232,Exercise 5,23,437.0861554,4
2233,Exercise 10,40,404.2984659,9
2234,Exercise 2,23,131.7608421,7
2235,Exercise 9,42,334.7322432,10
2236,Exercise 2,52,435.5865856,7
2237,Exercise 10,29,108.9923938,6
2238,Exercise 5,20,164.1325116,10
2239,Exercise 2,42,146.3848142,9
2240,Exercise 10,39,193.0057209,5
2241,Exercise 5,44,104.1221235,2
2242,Exercise 3,27,408.9451354,6
2243,Exercise 8,54,227.0787869,10
2244,Exercise 3,42,457.5826257,8
2245,Exercise 9,32,183.5435831,8
2246,Exercise 3,39,100.0147116,10
2247,Exercise 4,31,423.9726201,7
2248,Exercise 4,59,392.0585887,10
2249,Exercise 5,57,424.5470545,6
2250,Exercise 1,29,469.542548,3
2251,Exercise 7,60,301.8871213,8
2252,Exercise 9,27,367.3703659,6
2253,Exercise 3,33,486.8464783,5
2254,Exercise 6,59,166.5809066,10
2255,Exercise 1,58,132.8781572,6
2256,Exercise 3,33,291.4912035,4
2257,Exercise 9,48,186.1262475,9
2258,Exercise 2,26,485.1786461,7
2259,Exercise 4,39,112.8219225,9
2260,Exercise 3,32,483.9629902,4
2261,Exercise 6,21,458.5285838,6
2262,Exercise 7,45,311.6871794,3
2263,Exercise 8,30,115.396885,4
2264,Exercise 10,41,237.3950054,3
2265,Exercise 6,48,390.9627875,9
2266,Exercise 2,25,163.7400619,5
2267,Exercise 1,36,225.8004778,3
2268,Exercise 5,29,240.8883948,3
2269,Exercise 3,54,279.5669214,8
2270,Exercise 8,51,151.1727268,9
2271,Exercise 7,42,158.6251707,10
2272,Exercise 8,43,142.6413782,1
2273,Exercise 7,32,220.4272009,10
2274,Exercise 6,23,136.4496957,6
2275,Exercise 2,40,166.437644,5
2276,Exercise 5,48,336.6783276,6
2277,Exercise 6,20,179.9094533,6
2278,Exercise 9,48,369.119949,3
2279,Exercise 10,31,115.6521664,10
2280,Exercise 10,38,459.0003049,8
2281,Exercise 3,32,422.3987569,1
2282,Exercise 10,23,372.9332955,7
2283,Exercise 4,30,392.1735963,9
2284,Exercise 8,46,197.452853,7
2285,Exercise 9,39,432.7530526,2
2286,Exercise 4,38,189.5407441,3
2287,Exercise 2,40,276.2034942,2
2288,Exercise 3,20,135.5835929,10
2289,Exercise 4,27,353.1302592,3
2290,Exercise 5,32,358.8635623,4
2291,Exercise 6,25,462.8120567,9
2292,Exercise 1,52,158.2021722,8
2293,Exercise 6,35,129.7952511,9
2294,Exercise 3,38,146.2875266,2
2295,Exercise 5,23,162.9127562,7
2296,Exercise 2,58,176.9111226,5
2297,Exercise 9,48,498.4248097,7
2298,Exercise 8,27,170.5119354,5
2299,Exercise 4,51,371.4017809,9
2300,Exercise 6,31,269.9538924,4
2301,Exercise 2,45,161.6039862,8
2302,Exercise 2,34,435.1103583,4
2303,Exercise 6,58,312.3232888,6
2304,Exercise 6,52,331.3581281,10
2305,Exercise 2,57,289.184925,6
2306,Exercise 5,33,267.2810807,5
2307,Exercise 7,53,142.1763414,7
2308,Exercise 10,26,128.7306654,7
2309,Exercise 7,50,472.0772213,3
2310,Exercise 7,36,357.8406421,5
2311,Exercise 9,41,171.7720489,7
2312,Exercise 7,25,284.4833895,8
2313,Exercise 2,54,318.6815988,1
2314,Exercise 9,38,394.7275501,4
2315,Exercise 4,54,382.5405777,10
2316,Exercise 9,31,390.1830038,2
2317,Exercise 3,24,194.9183076,4
2318,Exercise 8,44,269.5288915,8
2319,Exercise 3,40,294.8943727,9
2320,Exercise 9,32,236.6214033,9
2321,Exercise 10,58,351.939406,1
2322,Exercise 10,38,221.9579032,2
2323,Exercise 5,53,378.0638908,5
2324,Exercise 5,23,269.574714,9
2325,Exercise 9,44,487.4895148,9
2326,Exercise 2,33,497.7569355,7
2327,Exercise 5,34,125.8120725,2
2328,Exercise 9,52,351.8992254,1
2329,Exercise 1,32,166.8375984,9
2330,Exercise 5,38,186.7642499,4
2331,Exercise 7,48,135.9394718,2
2332,Exercise 3,29,168.5506472,6
2333,Exercise 9,51,422.0045185,10
2334,Exercise 3,39,276.9585748,2
2335,Exercise 5,23,409.4528848,4
2336,Exercise 6,24,467.880908,7
2337,Exercise 9,49,248.8034263,8
2338,Exercise 4,38,324.2707987,6
2339,Exercise 10,32,270.0841651,8
2340,Exercise 7,33,438.6932188,1
2341,Exercise 1,52,281.2335669,2
2342,Exercise 10,22,111.5180463,1
2343,Exercise 10,54,158.3904985,8
2344,Exercise 8,48,373.6461908,5
2345,Exercise 1,30,466.9844341,4
2346,Exercise 10,44,148.6440329,6
2347,Exercise 7,40,442.6584913,8
2348,Exercise 10,35,467.172304,4
2349,Exercise 9,39,498.3700939,8
2350,Exercise 5,50,378.9778258,7
2351,Exercise 6,44,413.6924581,1
2352,Exercise 3,51,426.5802837,9
2353,Exercise 3,42,398.7927557,10
2354,Exercise 8,21,273.4343263,5
2355,Exercise 6,48,115.7043194,10
2356,Exercise 7,40,469.4730645,4
2357,Exercise 3,27,492.2969161,4
2358,Exercise 8,44,259.5130858,10
2359,Exercise 4,30,353.6483344,5
2360,Exercise 1,31,251.0053722,10
2361,Exercise 3,52,161.8428754,2
2362,Exercise 2,33,248.4726473,4
2363,Exercise 1,21,129.5847822,4
2364,Exercise 9,43,359.5107596,10
2365,Exercise 6,54,166.7148509,7
2366,Exercise 3,37,487.7338401,5
2367,Exercise 3,55,279.7019456,2
2368,Exercise 9,21,471.6929017,6
2369,Exercise 3,32,172.9967376,2
2370,Exercise 10,29,211.8858897,4
2371,Exercise 1,41,273.2563968,3
2372,Exercise 9,21,394.7300189,10
2373,Exercise 9,36,414.8965746,5
2374,Exercise 7,30,185.078303,5
2375,Exercise 10,52,128.1320717,2
2376,Exercise 7,42,125.8621729,10
2377,Exercise 3,25,338.7386519,3
2378,Exercise 5,21,108.5251938,1
2379,Exercise 2,20,427.4699332,5
2380,Exercise 9,41,264.472551,6
2381,Exercise 4,39,106.0677055,6
2382,Exercise 5,47,152.2751804,7
2383,Exercise 8,41,470.6537583,7
2384,Exercise 7,39,335.9861442,8
2385,Exercise 5,56,205.7891804,1
2386,Exercise 1,51,289.817649,1
2387,Exercise 3,47,486.573584,7
2388,Exercise 10,32,465.4697862,4
2389,Exercise 1,33,117.7008461,9
2390,Exercise 8,35,346.0189156,5
2391,Exercise 10,27,431.4895428,7
2392,Exercise 5,24,266.2612282,3
2393,Exercise 7,25,170.2240571,10
2394,Exercise 9,39,493.4261672,2
2395,Exercise 9,23,298.2161846,4
2396,Exercise 6,43,142.9051095,7
2397,Exercise 3,21,281.5211358,5
2398,Exercise 2,23,247.3707011,2
2399,Exercise 10,55,355.410842,10
2400,Exercise 9,51,211.174135,1
2401,Exercise 8,28,231.3263255,10
2402,Exercise 9,53,417.6980564,3
2403,Exercise 7,28,397.2620655,6
2404,Exercise 4,21,306.8746055,10
2405,Exercise 8,43,498.8191665,9
2406,Exercise 1,34,149.0210354,4
2407,Exercise 9,39,416.1915995,5
2408,Exercise 10,48,290.4525724,4
2409,Exercise 10,50,199.546187,1
2410,Exercise 5,60,402.0750883,2
2411,Exercise 8,46,478.7634655,6
2412,Exercise 1,25,268.9230565,6
2413,Exercise 3,35,480.116142,5
2414,Exercise 10,37,356.8053054,5
2415,Exercise 3,46,326.9684861,2
2416,Exercise 8,60,424.7452541,8
2417,Exercise 8,51,367.956326,10
2418,Exercise 2,32,345.9307476,1
2419,Exercise 3,32,102.330212,5
2420,Exercise 9,26,273.631697,3
2421,Exercise 4,55,447.527372,2
2422,Exercise 4,29,135.6976354,8
2423,Exercise 8,30,225.5326221,10
2424,Exercise 9,55,117.3379317,5
2425,Exercise 3,49,449.8951778,9
2426,Exercise 2,59,247.8571129,8
2427,Exercise 2,43,324.1113081,5
2428,Exercise 1,47,200.3950272,8
2429,Exercise 1,46,153.8706015,9
2430,Exercise 7,49,195.4151925,9
2431,Exercise 3,60,327.135748,9
2432,Exercise 7,32,257.6101288,1
2433,Exercise 9,21,403.5949531,5
2434,Exercise 3,52,464.3749675,9
2435,Exercise 3,52,188.72266,9
2436,Exercise 8,45,174.282668,8
2437,Exercise 8,39,292.6723172,1
2438,Exercise 3,30,102.8140917,3
2439,Exercise 5,40,404.6842351,7
2440,Exercise 10,40,284.0096957,3
2441,Exercise 9,33,224.1029896,6
2442,Exercise 7,20,391.5971111,7
2443,Exercise 1,23,125.4216389,5
2444,Exercise 5,21,417.6454421,7
2445,Exercise 6,52,408.2610879,1
2446,Exercise 10,39,312.6650975,5
2447,Exercise 10,60,309.9615224,7
2448,Exercise 6,23,150.1610147,6
2449,Exercise 8,30,303.6829025,8
2450,Exercise 10,55,309.8195001,10
2451,Exercise 2,27,321.6973036,1
2452,Exercise 2,32,401.2879101,6
2453,Exercise 5,29,388.2114417,4
2454,Exercise 5,25,256.365934,1
2455,Exercise 9,38,428.8005421,9
2456,Exercise 10,56,269.1685504,7
2457,Exercise 5,55,369.1611456,4
2458,Exercise 9,32,396.4904006,2
2459,Exercise 1,37,342.5865445,3
2460,Exercise 4,53,271.6700513,6
2461,Exercise 7,57,354.0961253,2
2462,Exercise 10,59,335.0844659,8
2463,Exercise 4,56,293.7521035,8
2464,Exercise 1,27,323.075645,3
2465,Exercise 4,44,303.335848,9
2466,Exercise 6,55,124.0101235,6
2467,Exercise 4,45,177.6175774,1
2468,Exercise 9,50,267.1960394,3
2469,Exercise 7,57,471.8994996,4
2470,Exercise 8,30,385.3836507,8
2471,Exercise 3,33,140.3624453,5
2472,Exercise 9,50,282.9175878,2
2473,Exercise 1,57,345.9113413,7
2474,Exercise 9,57,354.7001984,4
2475,Exercise 5,34,376.7657411,1
2476,Exercise 3,33,166.6729188,7
2477,Exercise 10,41,379.2602797,1
2478,Exercise 1,44,199.9150984,8
2479,Exercise 2,53,365.6298646,10
2480,Exercise 7,45,141.1621497,9
2481,Exercise 6,56,307.9112535,5
2482,Exercise 7,45,458.6425542,1
2483,Exercise 10,30,142.8082243,4
2484,Exercise 3,21,372.9567561,5
2485,Exercise 1,55,295.6674005,9
2486,Exercise 7,47,490.6313723,9
2487,Exercise 10,43,447.8187079,6
2488,Exercise 3,59,212.7601635,3
2489,Exercise 7,27,415.5148473,3
2490,Exercise 8,51,453.9852741,6
2491,Exercise 1,21,171.6909305,9
2492,Exercise 7,47,431.7727844,4
2493,Exercise 4,45,330.9421326,10
2494,Exercise 3,51,180.7492713,6
2495,Exercise 10,26,287.717475,7
2496,Exercise 2,20,188.9364788,4
2497,Exercise 8,37,479.1431882,2
2498,Exercise 5,35,213.5216035,2
2499,Exercise 6,52,348.8705249,2
2500,Exercise 7,37,409.5581666,6
2501,Exercise 2,31,171.9051722,2
2502,Exercise 7,52,471.3259214,8
2503,Exercise 2,54,297.2091799,1
2504,Exercise 10,59,135.043026,1
2505,Exercise 8,21,495.3225414,7
2506,Exercise 8,40,137.9547583,5
2507,Exercise 8,38,300.009398,7
2508,Exercise 9,35,438.6701013,3
2509,Exercise 7,47,136.082259,9
2510,Exercise 1,23,237.7614515,2
2511,Exercise 7,47,132.950937,8
2512,Exercise 5,44,274.7784474,3
2513,Exercise 1,29,457.1161928,5
2514,Exercise 1,33,104.2124529,6
2515,Exercise 2,32,154.3621146,7
2516,Exercise 7,54,485.3130517,1
2517,Exercise 1,38,408.3061596,8
2518,Exercise 4,60,189.6955531,5
2519,Exercise 1,52,490.6129485,1
2520,Exercise 3,59,163.4166723,3
2521,Exercise 1,50,342.4772097,2
2522,Exercise 2,25,321.438254,3
2523,Exercise 1,39,112.0126729,4
2524,Exercise 7,24,491.1746602,4
2525,Exercise 10,39,150.994076,5
2526,Exercise 10,50,368.2496509,8
2527,Exercise 3,22,465.9014805,7
2528,Exercise 9,37,407.0329152,5
2529,Exercise 7,47,420.3832652,8
2530,Exercise 6,20,113.0566804,1
2531,Exercise 4,49,375.0467367,7
2532,Exercise 7,47,343.4474527,5
2533,Exercise 8,46,286.9111375,5
2534,Exercise 10,45,199.8412266,6
2535,Exercise 5,57,480.869083,2
2536,Exercise 10,51,355.2381231,1
2537,Exercise 10,20,252.5736694,4
2538,Exercise 1,39,137.8863724,8
2539,Exercise 3,43,310.2497536,10
2540,Exercise 7,20,295.0599017,10
2541,Exercise 9,34,377.6093715,6
2542,Exercise 6,25,227.456204,7
2543,Exercise 2,40,196.5616672,5
2544,Exercise 4,36,461.5785686,4
2545,Exercise 3,58,394.6624923,4
2546,Exercise 8,36,445.8528169,2
2547,Exercise 4,39,498.9579994,8
2548,Exercise 2,35,118.2113448,7
2549,Exercise 10,33,252.286426,3
2550,Exercise 7,30,453.6371968,7
2551,Exercise 1,35,491.5094406,3
2552,Exercise 6,24,214.6255261,8
2553,Exercise 6,32,478.475303,4
2554,Exercise 5,56,316.2841463,9
2555,Exercise 10,49,439.4234024,2
2556,Exercise 5,44,494.471753,9
2557,Exercise 5,46,371.6237587,9
2558,Exercise 3,56,212.0248692,4
2559,Exercise 10,50,437.9772104,7
2560,Exercise 2,56,225.2806299,4
2561,Exercise 2,49,165.1316113,8
2562,Exercise 6,25,493.227582,3
2563,Exercise 6,44,220.770459,7
2564,Exercise 2,40,103.4581432,10
2565,Exercise 8,28,146.3929276,2
2566,Exercise 5,29,205.6277081,9
2567,Exercise 2,35,215.9741306,6
2568,Exercise 10,28,205.6521864,9
2569,Exercise 1,45,161.3276344,4
2570,Exercise 5,31,181.9038963,1
2571,Exercise 1,22,146.6437589,2
2572,Exercise 10,38,477.2564684,4
2573,Exercise 3,57,296.8994737,4
2574,Exercise 9,43,325.7107902,3
2575,Exercise 1,21,240.2022704,4
2576,Exercise 5,44,156.7942254,10
2577,Exercise 8,27,203.1872821,1
2578,Exercise 8,56,249.8506895,4
2579,Exercise 1,54,457.3129793,6
2580,Exercise 4,42,382.0122299,2
2581,Exercise 4,51,494.9177585,6
2582,Exercise 8,35,445.4288851,1
2583,Exercise 9,36,187.7375891,5
2584,Exercise 1,56,337.5241272,2
2585,Exercise 7,37,475.3027936,8
2586,Exercise 5,21,474.1942523,6
2587,Exercise 8,50,296.9068842,9
2588,Exercise 5,38,497.0080294,6
2589,Exercise 9,30,157.1475029,7
2590,Exercise 1,53,403.9875752,1
2591,Exercise 10,50,322.1451315,7
2592,Exercise 7,34,470.2849771,8
2593,Exercise 3,21,341.8191422,1
2594,Exercise 10,44,432.6265431,4
2595,Exercise 5,43,346.7771755,3
2596,Exercise 9,32,439.9784185,10
2597,Exercise 4,51,209.2354455,9
2598,Exercise 1,38,162.1807211,10
2599,Exercise 8,35,444.6620816,3
2600,Exercise 2,50,183.561947,8
2601,Exercise 7,36,467.7786661,10
2602,Exercise 9,45,433.7047373,6
2603,Exercise 4,33,105.5006136,3
2604,Exercise 7,30,101.6110292,1
2605,Exercise 8,24,225.3807456,8
2606,Exercise 4,53,240.310217,8
2607,Exercise 4,41,383.2770807,2
2608,Exercise 4,42,386.9846871,4
2609,Exercise 4,29,152.5259825,10
2610,Exercise 3,21,306.0298779,6
2611,Exercise 5,32,258.4457742,8
2612,Exercise 10,23,124.6191504,8
2613,Exercise 10,51,228.7698722,3
2614,Exercise 4,50,483.5695605,1
2615,Exercise 2,60,161.7703077,9
2616,Exercise 7,37,449.9829573,8
2617,Exercise 5,60,250.4108026,4
2618,Exercise 6,45,342.9874671,9
2619,Exercise 9,22,135.6466865,8
2620,Exercise 4,35,417.3096885,2
2621,Exercise 2,28,207.4921629,4
2622,Exercise 5,55,211.6961083,3
2623,Exercise 1,46,389.4085796,7
2624,Exercise 4,49,418.0541345,6
2625,Exercise 2,29,319.1615626,1
2626,Exercise 2,56,453.0379044,3
2627,Exercise 3,47,483.5707708,5
2628,Exercise 8,32,163.9767902,5
2629,Exercise 2,42,458.527159,6
2630,Exercise 6,21,141.914329,2
2631,Exercise 10,58,111.2892031,8
2632,Exercise 10,39,406.7549989,1
2633,Exercise 2,42,331.1677635,4
2634,Exercise 8,52,247.8027617,3
2635,Exercise 6,45,468.4419489,4
2636,Exercise 4,59,498.5197448,9
2637,Exercise 9,59,381.2369309,2
2638,Exercise 6,58,120.2586875,6
2639,Exercise 5,51,110.1047908,6
2640,Exercise 4,59,103.6186101,4
2641,Exercise 8,43,234.4204526,6
2642,Exercise 4,55,462.9500059,8
2643,Exercise 8,33,167.2148937,7
2644,Exercise 1,53,200.6141928,4
2645,Exercise 8,41,459.0889825,3
2646,Exercise 8,54,180.5553081,5
2647,Exercise 5,53,196.7234694,4
2648,Exercise 5,60,390.7839381,8
2649,Exercise 3,52,384.1242005,1
2650,Exercise 7,54,481.6046042,6
2651,Exercise 8,54,361.5582944,9
2652,Exercise 8,44,261.4002718,10
2653,Exercise 8,41,247.2407821,9
2654,Exercise 10,40,258.5667426,1
2655,Exercise 6,26,445.4305356,4
2656,Exercise 8,42,453.5355065,4
2657,Exercise 3,48,106.4468335,7
2658,Exercise 4,52,132.8660094,8
2659,Exercise 3,26,496.5347499,4
2660,Exercise 9,45,470.023907,4
2661,Exercise 5,44,399.8979393,9
2662,Exercise 10,47,485.3032348,10
2663,Exercise 5,37,404.1271846,8
2664,Exercise 6,53,122.9690221,3
2665,Exercise 3,48,208.9133856,1
2666,Exercise 9,37,120.6057852,2
2667,Exercise 8,56,283.355242,9
2668,Exercise 1,57,218.0486855,8
2669,Exercise 6,44,271.9367173,1
2670,Exercise 1,22,483.3719308,6
2671,Exercise 1,57,236.273976,1
2672,Exercise 4,45,339.3084035,5
2673,Exercise 9,51,342.1959238,2
2674,Exercise 8,29,496.8469969,6
2675,Exercise 4,27,471.5578496,5
2676,Exercise 2,53,428.929958,6
2677,Exercise 6,29,482.0494698,5
2678,Exercise 7,29,155.8313662,1
2679,Exercise 4,49,190.2890689,10
2680,Exercise 9,52,203.8782373,10
2681,Exercise 3,43,286.6327091,7
2682,Exercise 2,45,261.613848,4
2683,Exercise 5,59,498.9637027,3
2684,Exercise 4,54,378.3209467,10
2685,Exercise 9,42,456.3413033,4
2686,Exercise 4,54,465.1515927,5
2687,Exercise 2,36,354.1342096,9
2688,Exercise 1,56,265.6664399,7
2689,Exercise 2,58,251.7962879,7
2690,Exercise 10,59,105.0994216,4
2691,Exercise 10,30,313.1035281,2
2692,Exercise 5,42,320.1171847,9
2693,Exercise 6,47,472.8844743,6
2694,Exercise 10,25,245.6629278,4
2695,Exercise 3,39,110.5882487,2
2696,Exercise 6,52,202.7576629,7
2697,Exercise 7,42,436.1323235,2
2698,Exercise 4,40,458.8625872,8
2699,Exercise 1,37,452.1031708,3
2700,Exercise 3,23,469.9478807,4
2701,Exercise 1,59,413.7384742,4
2702,Exercise 9,36,497.7432315,3
2703,Exercise 2,50,118.496907,8
2704,Exercise 7,59,491.6538036,9
2705,Exercise 4,37,473.1197429,8
2706,Exercise 5,59,198.3797485,5
2707,Exercise 3,60,226.1297137,3
2708,Exercise 8,34,168.6083293,6
2709,Exercise 10,28,235.2100559,4
2710,Exercise 2,49,242.832081,7
2711,Exercise 6,51,289.9219715,8
2712,Exercise 2,29,285.1181126,8
2713,Exercise 7,24,420.9246007,1
2714,Exercise 4,57,405.4232372,4
2715,Exercise 7,40,157.1061223,4
2716,Exercise 6,52,262.5281278,5
2717,Exercise 4,41,200.3756845,7
2718,Exercise 8,52,148.8696365,7
2719,Exercise 7,49,376.9851705,10
2720,Exercise 3,34,447.5600657,8
2721,Exercise 1,23,260.972907,4
2722,Exercise 8,47,123.72591,2
2723,Exercise 1,41,452.3254054,7
2724,Exercise 5,54,378.3306203,10
2725,Exercise 8,22,424.3657025,7
2726,Exercise 8,38,434.6000598,4
2727,Exercise 5,33,207.5737975,2
2728,Exercise 1,36,112.9330193,6
2729,Exercise 7,56,255.1535232,3
2730,Exercise 2,57,285.9936231,3
2731,Exercise 3,40,273.00617,3
2732,Exercise 8,26,368.4700468,6
2733,Exercise 5,47,138.6452044,8
2734,Exercise 5,25,496.5410811,10
2735,Exercise 7,53,461.7765976,1
2736,Exercise 3,58,478.7009615,1
2737,Exercise 3,31,496.6361732,6
2738,Exercise 8,24,259.846049,10
2739,Exercise 8,53,333.0994249,8
2740,Exercise 8,23,424.5047208,2
2741,Exercise 6,22,185.093423,5
2742,Exercise 1,45,260.7149537,3
2743,Exercise 10,47,296.4392173,3
2744,Exercise 8,52,431.6294175,4
2745,Exercise 9,58,484.8820859,8
2746,Exercise 6,50,402.2575895,7
2747,Exercise 2,31,104.1662413,2
2748,Exercise 8,28,458.6218668,8
2749,Exercise 7,35,187.1971607,6
2750,Exercise 4,36,356.7446546,2
2751,Exercise 6,40,441.7832961,9
2752,Exercise 7,40,308.8389127,9
2753,Exercise 9,56,171.7878634,2
2754,Exercise 10,58,291.847284,6
2755,Exercise 7,39,404.1991452,5
2756,Exercise 6,33,259.8420375,1
2757,Exercise 1,35,371.5195111,2
2758,Exercise 3,41,487.6419662,5
2759,Exercise 4,31,474.4336628,6
2760,Exercise 3,29,202.824325,4
2761,Exercise 4,58,113.2433897,4
2762,Exercise 7,40,192.2734067,8
2763,Exercise 10,21,449.91427,8
2764,Exercise 3,40,191.6828727,7
2765,Exercise 5,39,198.2228107,1
2766,Exercise 1,24,433.3231701,6
2767,Exercise 6,43,326.7845751,6
2768,Exercise 1,30,138.8116477,4
2769,Exercise 2,48,235.4052474,1
2770,Exercise 3,45,145.5160225,7
2771,Exercise 10,48,231.7202572,3
2772,Exercise 3,28,245.0890883,3
2773,Exercise 6,55,350.9184176,5
2774,Exercise 9,57,183.7721891,2
2775,Exercise 5,31,100.0310268,1
2776,Exercise 10,37,346.9893728,10
2777,Exercise 1,50,144.3774275,6
2778,Exercise 3,60,335.4736826,9
2779,Exercise 8,47,361.9117026,1
2780,Exercise 5,48,392.9796332,5
2781,Exercise 6,60,214.0311745,5
2782,Exercise 10,34,483.3110045,7
2783,Exercise 1,27,293.3272949,1
2784,Exercise 5,44,377.5883442,7
2785,Exercise 6,38,299.9680588,10
2786,Exercise 10,60,384.2385656,3
2787,Exercise 8,44,458.4601398,4
2788,Exercise 2,51,320.5548485,3
2789,Exercise 9,48,223.6849174,10
2790,Exercise 9,36,252.2616601,9
2791,Exercise 5,54,335.3222781,5
2792,Exercise 9,39,447.8069299,6
2793,Exercise 4,55,338.3067138,1
2794,Exercise 1,20,171.1801583,2
2795,Exercise 3,23,302.7984223,10
2796,Exercise 5,32,273.6583974,9
2797,Exercise 4,36,104.0640379,4
2798,Exercise 8,25,203.5194038,5
2799,Exercise 2,31,112.8159987,6
2800,Exercise 8,51,181.1072875,9
2801,Exercise 7,39,407.3805634,9
2802,Exercise 10,26,308.0668485,1
2803,Exercise 10,33,210.0517847,6
2804,Exercise 9,59,143.1794139,8
2805,Exercise 3,32,478.6102568,7
2806,Exercise 10,32,177.9828975,3
2807,Exercise 8,24,433.1940739,2
2808,Exercise 1,33,400.516456,4
2809,Exercise 10,22,459.4285382,3
2810,Exercise 2,21,250.1809625,5
2811,Exercise 10,27,389.9223334,3
2812,Exercise 3,25,439.1022794,2
2813,Exercise 6,30,198.8628631,8
2814,Exercise 8,39,474.9527856,3
2815,Exercise 1,22,374.4816578,1
2816,Exercise 4,57,112.0239539,9
2817,Exercise 5,38,476.2758839,6
2818,Exercise 9,45,195.6211598,4
2819,Exercise 2,42,301.9914697,2
2820,Exercise 1,48,244.4662424,4
2821,Exercise 7,23,116.8153231,4
2822,Exercise 3,41,383.4852152,6
2823,Exercise 3,60,261.3905809,1
2824,Exercise 7,23,229.3961386,9
2825,Exercise 8,56,406.9121716,2
2826,Exercise 8,43,350.0802575,10
2827,Exercise 5,50,249.5559104,9
2828,Exercise 3,39,183.9284772,1
2829,Exercise 10,49,309.2077387,1
2830,Exercise 2,47,271.7899037,10
2831,Exercise 9,20,233.2531915,5
2832,Exercise 8,35,290.6361987,1
2833,Exercise 9,46,256.446734,2
2834,Exercise 4,39,406.489664,7
2835,Exercise 6,45,430.6985379,5
2836,Exercise 5,48,242.7918932,4
2837,Exercise 5,40,404.1931974,1
2838,Exercise 3,53,208.0034994,1
2839,Exercise 2,24,106.349556,1
2840,Exercise 2,49,359.8909105,8
2841,Exercise 4,57,418.8297094,7
2842,Exercise 6,53,291.7025844,7
2843,Exercise 7,55,401.9294441,7
2844,Exercise 1,59,137.790518,6
2845,Exercise 3,21,455.0406767,7
2846,Exercise 9,21,180.6460187,5
2847,Exercise 5,58,385.5335554,10
2848,Exercise 3,38,203.3485546,2
2849,Exercise 4,43,268.9069797,5
2850,Exercise 6,23,284.3052749,7
2851,Exercise 10,47,159.947842,8
2852,Exercise 3,56,332.8646397,3
2853,Exercise 1,31,325.537836,2
2854,Exercise 5,44,119.7815623,2
2855,Exercise 4,43,460.1568757,10
2856,Exercise 4,20,280.2303866,10
2857,Exercise 3,28,312.5385068,6
